,Customer_ID,First_Name,Last_Name,Year_Birth,Education,Major,Income,Date_Enrolled,Days_Since_Last_Cohort,Amount_Spent_On_Courses,Amount_Spent_on_Books,Minutes_Spent_on_Headstarter,Questions_Completed,Videos_Watched,Minutes_Spent_Coding,Email_Opens,Num_Courses_Purchased,Number_of_Students_Referred,Site_Visits_Per_Month,Average_Teammate_Rating,Cohorts_Participated_In,Highest_Leaderboard_Rank,Complain,Headstarter_Rating,Probability_Of_Getting_Offer
1904,10951,William,Jones,1968,Bachelors,Cyber Security,73100.8,2014-01-25,20,494.0,0.0,17.0,49.0,4.0,18.0,3,2.0,8,12.0,7.62,3,468.0,0,7,4.4
1905,544,Amanda,Lewis,1954,Bachelors,Computer Science,100512.0,2013-11-05,51,583.0,103.0,476.0,808.0,46.0,212.0,3,4.0,6,3.0,9.96,4,338.0,0,5,20.0
1906,17,Andrea,Mcgee,1971,PhD,Law,120982.0,2013-06-09,81,485.0,29.0,75.0,507.0,13.0,97.0,6,4.0,7,5.0,4.79,1,328.0,0,8,23.5
1907,10680,Lindsay,Coleman,1986,Bachelors,Computer Science,53176.0,2014-05-02,71,66.0,0.0,29.0,49.0,3.0,13.0,3,0.0,3,18.0,4.23,2,529.0,0,9,1.2
1908,3265,Samuel,Wagner,1959,Bachelors,Finance,57121.600000000006,2013-03-19,36,36.0,1.0,5.0,13.0,1.0,2.0,1,0.0,3,12.0,5.45,2,573.0,0,7,0.6
1909,5623,Logan,Taylor,1980,Masters,Finance,56763.0,2013-09-26,95,26.0,5.0,8.0,19.0,1.0,3.0,1,1.0,2,14.0,7.96,1,344.0,0,7,1.1
1910,5832,Nathaniel,Chapman,1960,High School,Cyber Security,18511.2,2014-04-20,32,873.0,219.0,332.0,966.0,88.0,346.0,3,9.0,13,0.0,8.35,3,274.0,0,8,31.6
1911,5544,Keith,Trevino,1970,Bachelors,Finance,107814.40000000001,2012-10-11,32,1658.0,52.0,106.0,262.0,16.0,45.0,7,7.0,5,10.0,6.81,4,322.0,0,9,25.7
1912,6417,David,Evans,1971,Masters,Pre-Med,145031.4,2012-10-14,85,1209.0,237.0,509.0,1204.0,71.0,384.0,4,8.0,13,6.0,6.63,3,267.0,0,5,28.1
1913,5831,Michelle,Carter,1967,Bachelors,Computer Science,124592.0,2012-08-22,93,1490.0,84.0,898.0,1524.0,86.0,402.0,5,6.0,5,20.0,4.5,2,199.0,0,9,36.6
1914,7101,Zachary,Floyd,1963,PhD,Pre-Med,104556.0,2013-01-25,24,1390.0,0.0,84.0,199.0,11.0,63.0,10,7.0,10,22.0,6.66,1,338.0,0,8,13.0
1915,10176,Maureen,Scott,1968,Bachelors,Pre-Med,91371.20000000001,2012-08-24,44,232.0,0.0,142.0,336.0,20.0,107.0,4,6.0,8,22.0,7.56,2,454.0,0,9,10.5
1916,2326,John,Reyes,1990,Bachelors,Computer Science,30286.4,2013-02-16,15,47.0,0.0,14.0,24.0,1.0,6.0,1,0.0,4,15.0,4.94,1,489.0,0,9,2.3
1917,4385,Veronica,Davis,1981,PhD,Computer Science,72076.0,2013-05-31,82,34.0,0.0,27.0,46.0,1.0,11.0,3,0.0,3,15.0,5.24,2,516.0,0,7,0.9
1918,2929,Martin,Wilson,1976,Bachelors,Computer Science,32288.0,2013-02-20,27,26.0,71.0,43.0,73.0,4.0,19.0,2,1.0,4,18.0,8.47,4,370.0,0,8,2.3
1919,10686,James,Torres,1965,PhD,Cyber Security,68460.0,2012-12-26,72,27.0,0.0,4.0,11.0,0.0,4.0,1,0.0,2,21.0,8.36,1,585.0,0,7,0.8
1920,2546,Andrew,Davis,1977,High School,Computer Science,6375.6,2014-06-22,7,34.0,7.0,9.0,15.0,0.0,3.0,1,0.0,4,8.0,6.65,2,344.0,0,9,1.6
1921,3283,Christina,Fletcher,1972,High School,Computer Science,14186.400000000001,2014-01-19,57,293.0,325.0,180.0,305.0,17.0,80.0,6,2.0,12,8.0,4.43,2,423.0,0,5,19.3
1922,3138,Laura,Howell,1956,Bachelors,Marketing,145998.4,2012-10-20,84,1698.0,37.0,104.0,349.0,12.0,61.0,7,8.0,6,10.0,5.71,2,255.0,0,8,27.2
1923,4994,Jonathan,Phillips,1943,Masters,Pre-Med,139676.4,2013-01-10,53,1740.0,57.0,333.0,787.0,47.0,250.0,7,7.0,13,8.0,4.26,1,259.0,0,7,22.3
1924,7966,Michael,Davis,1959,Bachelors,Finance,129571.20000000001,2013-08-01,48,875.0,179.0,243.0,600.0,38.0,103.0,11,4.0,11,10.0,7.62,2,290.0,1,5,31.4
1925,3112,Tina,Davis,1977,Masters,Computer Science,40861.8,2013-05-09,2,3.0,7.0,16.0,27.0,1.0,6.0,1,0.0,3,13.0,5.84,4,532.0,0,8,0.5
1926,10872,Marvin,Huff,1969,PhD,Computer Science,110424.0,2012-11-23,65,1616.0,0.0,81.0,137.0,7.0,35.0,4,2.0,11,20.0,4.25,2,270.0,0,8,9.7
1927,2181,Rachel,Perez,1970,Bachelors,Computer Science,112987.20000000001,2013-06-23,45,517.0,103.0,1352.0,2296.0,131.0,605.0,3,3.0,7,5.0,4.73,2,161.0,0,8,34.0
1928,1867,Megan,Reynolds,1957,Bachelors,Pre-Med,103758.40000000001,2012-11-13,42,951.0,83.0,414.0,980.0,58.0,313.0,9,4.0,6,14.0,7.94,2,355.0,0,9,36.3
1929,1518,Emily,Burgess,1965,Masters,Computer Science,112849.2,2013-06-17,29,555.0,10.0,282.0,479.0,26.0,126.0,9,3.0,7,18.0,4.33,3,377.0,0,7,18.4
1930,5734,Garrett,Russo,1974,PhD,Pre-Med,123834.0,2013-11-20,83,67.0,7.0,43.0,101.0,5.0,32.0,2,0.0,4,14.0,6.26,2,391.0,0,5,1.8
1931,2878,Angela,Martin,1947,PhD,Computer Science,134944.0,2013-09-28,93,237.0,52.0,228.0,387.0,21.0,101.0,4,2.0,7,8.0,8.95,2,498.0,0,6,7.7
1932,1458,James,Torres,1982,Masters,Computer Science,37906.200000000004,2014-07-01,40,12.0,5.0,34.0,58.0,3.0,14.0,3,0.0,3,15.0,6.36,3,327.0,0,7,1.3
1933,7007,Wanda,Hartman,1968,Masters,Cyber Security,53177.4,2014-01-04,47,30.0,4.0,17.0,49.0,4.0,18.0,3,2.0,2,21.0,7.45,1,417.0,0,5,1.2
1934,6200,Courtney,Thomas,1951,Bachelors,Computer Science,121444.8,2013-08-04,50,498.0,182.0,332.0,564.0,32.0,148.0,6,7.0,9,8.0,9.08,2,282.0,0,6,22.9
1935,1403,Reginald,Gonzalez,1975,High School,Finance,6996.8,2012-06-09,40,14.0,5.0,9.0,22.0,1.0,4.0,1,0.0,3,14.0,6.04,1,564.0,0,8,0.8
1936,4827,Spencer,Wilson,1956,PhD,Computer Science,109996.0,2013-10-03,3,226.0,37.0,363.0,616.0,35.0,163.0,4,2.0,9,10.0,8.61,4,320.0,0,5,11.2
1937,6250,Edward,Guzman,1949,PhD,Computer Science,108712.0,2012-11-19,62,1041.0,25.0,54.0,91.0,4.0,24.0,11,2.0,8,20.0,5.56,2,353.0,0,9,9.7
1938,9291,Jessica,Carter,1959,Masters,Computer Science,61635.6,2014-03-23,25,12.0,3.0,7.0,12.0,0.0,3.0,0,0.0,3,13.0,9.98,2,326.0,0,7,0.0
1939,2478,Tammy,Snyder,1973,Bachelors,Computer Science,40656.0,2013-08-31,48,3.0,3.0,7.0,12.0,0.0,3.0,1,0.0,4,10.0,9.5,3,429.0,0,7,0.8
1940,1139,Mariah,Willis,1984,PhD,Computer Science,146712.0,2014-06-02,56,1539.0,24.0,578.0,982.0,56.0,259.0,5,12.0,5,5.0,7.18,1,228.0,0,6,24.7
1941,5138,Mark,Donaldson,1950,Bachelors,Marketing,45312.0,2013-01-14,68,24.0,1.0,12.0,41.0,1.0,7.0,1,0.0,3,21.0,4.27,4,427.0,0,5,1.2
1942,5393,Daniel,Mejia,1977,Bachelors,Computer Science,38020.8,2012-07-08,64,32.0,0.0,11.0,18.0,0.0,5.0,1,0.0,3,18.0,6.72,2,405.0,0,7,0.8
1943,10413,Rebecca,Swanson,1984,Bachelors,Computer Science,116112.0,2014-04-25,67,402.0,140.0,388.0,659.0,38.0,174.0,4,7.0,12,3.0,9.69,4,191.0,0,6,35.6
1944,5015,Summer,Carter,1976,Masters,Computer Science,62152.200000000004,2012-09-14,94,100.0,10.0,68.0,116.0,6.0,31.0,2,2.0,3,18.0,7.62,2,437.0,0,8,2.6
1945,10868,Sara,Smith,1951,Bachelors,Pre-Med,113267.20000000001,2013-06-02,82,502.0,77.0,774.0,1831.0,109.0,584.0,3,6.0,10,8.0,6.38,4,151.0,0,8,49.8
1946,10676,Sean,Reyes,1982,Bachelors,Cyber Security,101137.6,2012-02-11,3,257.0,231.0,433.0,1260.0,114.0,450.0,3,14.0,7,6.0,9.36,4,233.0,0,5,33.3
1947,2495,Raymond,Farrell,1974,Masters,Computer Science,151003.80000000002,2014-06-20,24,318.0,64.0,628.0,1067.0,60.0,282.0,4,8.0,10,3.0,4.98,4,260.0,0,9,24.8
1948,7842,Steven,Craig,1968,Bachelors,Computer Science,57704.0,2013-03-31,54,26.0,12.0,61.0,104.0,6.0,27.0,3,0.0,3,20.0,4.0,3,311.0,0,8,1.8
1949,9955,Thomas,Whitney,1954,Bachelors,Computer Science,63836.8,2013-12-02,20,101.0,13.0,47.0,79.0,4.0,21.0,3,0.0,4,18.0,4.64,1,311.0,0,9,3.8
1950,6663,Stephanie,Riddle,1940,PhD,Cyber Security,102282.0,2013-08-07,96,255.0,0.0,7.0,19.0,0.0,6.0,3,2.0,4,15.0,5.32,4,374.0,0,8,1.8
1951,2162,Bryce,Aguilar,1976,Bachelors,Finance,91102.40000000001,2013-09-18,19,444.0,44.0,63.0,154.0,9.0,26.0,3,2.0,10,6.0,6.3,3,350.0,0,8,11.0
1952,3434,Joanna,Short,1951,Bachelors,Cyber Security,129395.20000000001,2014-12-05,60,856.0,86.0,534.0,1557.0,140.0,556.0,4,7.0,10,3.0,9.22,3,200.0,0,8,26.4
1953,7919,Kevin,Morris,1976,PhD,Computer Science,144670.0,2012-08-13,2,1883.0,177.0,1172.0,1991.0,113.0,525.0,10,4.0,8,20.0,7.2,1,235.0,0,7,42.7
1954,5626,Julie,Bass,1964,PhD,Computer Science,123596.0,2013-11-23,13,495.0,7.0,160.0,271.0,15.0,71.0,4,2.0,9,10.0,9.32,2,485.0,0,8,9.9
1955,6428,Gary,Myers,1950,PhD,Computer Science,153684.0,2014-03-05,37,887.0,17.0,619.0,1052.0,60.0,277.0,1,9.0,7,0.0,6.18,4,340.0,0,7,26.1
1956,8514,Cheryl,Anderson,1976,Bachelors,Computer Science,47164.8,2014-01-17,59,12.0,0.0,13.0,21.0,0.0,5.0,1,0.0,3,15.0,4.45,2,582.0,0,8,0.7
1957,10448,Shannon,Collins,1956,Bachelors,Computer Science,75196.8,2012-10-22,55,252.0,69.0,154.0,262.0,14.0,69.0,5,3.0,5,18.0,8.92,1,428.0,0,8,5.5
1958,2109,Melissa,Williamson,1990,Bachelors,Law,154948.80000000002,2013-04-23,60,341.0,44.0,301.0,2033.0,52.0,392.0,6,4.0,10,2.0,8.57,1,151.0,0,6,58.8
1959,7530,Matthew,Potter,1950,PhD,Law,113102.0,2014-07-05,48,51.0,2.0,10.0,68.0,2.0,13.0,2,0.0,4,4.0,9.26,1,405.0,0,9,3.5
1960,8925,Megan,Ramos,1965,Masters,Computer Science,126095.40000000001,2013-03-07,38,750.0,89.0,176.0,299.0,17.0,79.0,8,6.0,10,13.0,6.82,2,352.0,0,5,24.3
1961,3009,David,White,1962,PhD,Cyber Security,143340.0,2013-09-07,8,2590.0,19.0,121.0,351.0,32.0,126.0,5,5.0,6,18.0,6.92,4,224.0,0,7,27.6
1962,6355,Kenneth,Nelson,1978,Bachelors,Law,70974.40000000001,2014-06-17,19,15.0,0.0,5.0,30.0,0.0,6.0,2,0.0,4,3.0,6.22,1,384.0,0,5,0.9
1963,3517,William,Rodriguez,1952,Bachelors,Computer Science,65419.200000000004,2013-06-05,32,73.0,7.0,79.0,134.0,7.0,35.0,3,1.0,3,23.0,6.15,2,324.0,0,5,5.2
1964,1158,Amy,Smith,1966,Bachelors,Finance,78203.2,2014-05-01,27,177.0,1.0,9.0,22.0,1.0,4.0,3,0.0,4,14.0,8.65,1,410.0,0,6,2.1
1965,6203,Russell,Zamora,1947,Bachelors,Computer Science,119176.0,2013-08-24,58,731.0,251.0,1463.0,2485.0,140.0,655.0,6,8.0,12,8.0,7.24,1,211.0,0,6,62.1
1966,7165,Alejandro,Bell,1972,Bachelors,Computer Science,103158.40000000001,2013-10-22,59,558.0,59.0,309.0,524.0,29.0,138.0,8,2.0,10,13.0,6.36,1,448.0,0,7,19.6
1967,3595,Justin,Duran,1963,Bachelors,Cyber Security,123561.6,2014-02-28,29,1118.0,51.0,225.0,656.0,58.0,234.0,6,14.0,12,9.0,6.65,1,386.0,0,6,26.7
1968,8537,Amy,Meyer,1949,Bachelors,Computer Science,116228.8,2013-02-27,60,771.0,135.0,993.0,1686.0,96.0,444.0,3,11.0,7,5.0,5.49,1,226.0,0,7,40.6
1969,4331,Rachel,Knight,1978,Masters,Computer Science,154328.4,2014-01-23,41,1338.0,44.0,675.0,1146.0,65.0,303.0,3,7.0,11,3.0,9.0,1,210.0,0,8,31.6
1970,6281,Amanda,Fox,1966,Bachelors,Finance,89097.6,2013-02-14,27,1166.0,0.0,121.0,298.0,18.0,51.0,6,2.0,5,8.0,8.76,2,358.0,0,6,12.2
1971,4338,Susan,Davis,1983,Bachelors,Computer Science,62499.200000000004,2014-03-25,28,34.0,0.0,16.0,27.0,1.0,6.0,1,0.0,3,10.0,4.54,2,527.0,0,9,0.8
1972,2452,Matthew,Miller,1971,Bachelors,Pre-Med,55360.0,2013-01-01,8,290.0,57.0,71.0,168.0,9.0,54.0,5,3.0,5,22.0,4.8,1,483.0,0,6,5.5
1973,9507,Tracy,Dickerson,1975,Bachelors,Computer Science,65270.4,2013-07-04,18,382.0,39.0,131.0,223.0,13.0,58.0,6,3.0,5,18.0,9.49,4,334.0,0,8,6.9
1974,8360,Glenn,Yu,1971,High School,Computer Science,10938.0,2013-07-11,76,163.0,27.0,66.0,113.0,6.0,29.0,3,1.0,5,8.0,9.95,4,427.0,0,6,3.5
1975,10311,Stephen,Thomas,1969,Bachelors,Computer Science,7084.8,2013-05-10,0,23.0,7.0,22.0,37.0,1.0,10.0,25,0.0,0,3.0,8.69,2,386.0,0,7,9.3
1976,5117,Cynthia,Page,1963,High School,Marketing,6526.400000000001,2012-02-08,32,81.0,206.0,120.0,401.0,15.0,70.0,4,4.0,8,13.0,9.24,4,266.0,0,5,15.7
1977,4867,Allison,Henderson,1968,PhD,Cyber Security,76472.0,2013-09-20,2,103.0,0.0,17.0,49.0,4.0,18.0,3,0.0,4,21.0,6.55,3,540.0,0,7,1.8
1978,9289,Barbara,Elliott,1979,Bachelors,Computer Science,58849.600000000006,2014-10-04,16,42.0,2.0,31.0,52.0,3.0,13.0,2,1.0,2,20.0,9.31,1,508.0,0,6,1.0
1979,10913,Keith,Raymond,1984,Masters,Computer Science,56493.0,2012-05-12,56,4.0,3.0,22.0,37.0,1.0,10.0,1,0.0,2,20.0,9.64,1,442.0,0,9,0.8
1980,3032,Danielle,Robinson,1984,Bachelors,Computer Science,39312.0,2013-02-27,97,41.0,57.0,111.0,189.0,10.0,50.0,4,0.0,4,23.0,6.55,3,308.0,0,9,6.9
1981,8524,Darius,Hardy,1974,PhD,Computer Science,51018.0,2012-09-18,15,59.0,5.0,54.0,91.0,4.0,24.0,3,0.0,3,23.0,5.18,4,435.0,0,8,3.5
1982,3334,Lori,Crawford,1951,Bachelors,Cyber Security,151427.2,2014-12-02,35,1557.0,171.0,751.0,2188.0,198.0,783.0,5,13.0,9,3.0,7.26,4,94.0,0,9,50.6
1983,4470,Mary,Page,1962,Masters,Cyber Security,105562.8,2013-10-06,3,110.0,1.0,41.0,121.0,10.0,43.0,2,2.0,4,12.0,4.19,1,447.0,0,9,2.0
1984,1406,David,Fisher,1975,Bachelors,Computer Science,85121.6,2013-12-02,49,410.0,12.0,145.0,247.0,14.0,64.0,6,3.0,5,18.0,4.19,4,419.0,0,9,6.4
1985,8619,Margaret,Newton,1957,Bachelors,Computer Science,35190.4,2012-12-24,4,13.0,0.0,11.0,18.0,0.0,5.0,0,0.0,3,13.0,5.99,4,381.0,0,9,0.6
1986,10821,Luke,Nash,1978,Bachelors,Cyber Security,91380.8,2013-06-02,45,322.0,5.0,31.0,91.0,8.0,31.0,4,2.0,5,21.0,6.37,4,552.0,0,5,5.9
1987,4552,Edward,Mitchell,1991,Bachelors,Pre-Med,82196.8,2013-06-22,37,121.0,3.0,120.0,283.0,16.0,89.0,3,7.0,3,11.0,8.43,1,441.0,0,6,7.6
1988,898,Michael,Miller,1986,Bachelors,Computer Science,37563.200000000004,2013-10-21,39,56.0,25.0,97.0,165.0,8.0,43.0,3,0.0,4,20.0,6.13,4,308.0,0,6,4.6
1989,9797,Alexis,Kennedy,1956,Bachelors,Computer Science,92985.6,2014-04-13,38,334.0,32.0,233.0,396.0,22.0,105.0,3,3.0,8,5.0,7.8,3,420.0,0,9,11.2
1990,10949,Julie,Morales,1963,PhD,Computer Science,145936.0,2013-12-16,8,1600.0,62.0,1063.0,1805.0,103.0,476.0,5,6.0,8,8.0,8.85,4,200.0,0,8,51.4
1991,8212,Sarah,Williamson,1971,Masters,Computer Science,71623.8,2013-03-28,89,125.0,25.0,48.0,82.0,4.0,21.0,3,1.0,4,18.0,6.74,1,473.0,0,8,2.6
1992,6248,Taylor,Walker,1947,Masters,Marketing,165081.6,2013-10-17,47,1637.0,33.0,654.0,2186.0,80.0,383.0,9,7.0,11,8.0,6.46,1,137.0,0,7,51.7
1993,10164,Jacqueline,Clark,1958,Bachelors,Computer Science,151155.2,2014-03-04,75,1490.0,56.0,749.0,1271.0,72.0,335.0,5,6.0,5,13.0,6.7,1,174.0,0,7,25.2
1994,4547,Donald,Schultz,1960,Bachelors,Computer Science,21875.2,2013-04-17,86,9.0,3.0,16.0,27.0,1.0,6.0,1,0.0,3,20.0,5.82,3,499.0,0,9,0.8
1995,6815,Gloria,Moore,1980,High School,Computer Science,19309.4,2014-05-23,4,657.0,35.0,224.0,381.0,21.0,100.0,7,7.0,8,5.0,4.74,3,378.0,0,6,14.3
1996,4122,Matthew,Young,1975,Bachelors,Computer Science,126728.0,2012-08-29,73,739.0,39.0,210.0,357.0,19.0,93.0,6,6.0,4,10.0,9.15,4,308.0,0,8,19.9
1997,10841,Olivia,Villarreal,1975,PhD,Computer Science,113118.0,2012-12-25,46,331.0,37.0,239.0,406.0,22.0,106.0,4,3.0,8,10.0,9.62,2,431.0,0,8,8.4
1998,5370,Samantha,Chambers,1973,PhD,Finance,65288.0,2013-01-16,38,414.0,4.0,86.0,211.0,13.0,36.0,7,1.0,6,16.0,8.22,3,352.0,0,7,10.7
1999,176,Christopher,Webb,1980,High School,Computer Science,13501.2,2014-02-01,73,132.0,64.0,120.0,204.0,11.0,53.0,4,1.0,6,8.0,9.76,2,471.0,0,5,8.1
2000,4860,James,Duran,1970,Bachelors,Finance,38729.6,2013-08-03,66,12.0,3.0,5.0,12.0,1.0,2.0,1,0.0,3,12.0,9.0,3,533.0,0,6,0.6
2001,10757,Kylie,Haynes,1967,PhD,Cyber Security,56840.0,2013-12-24,36,7.0,2.0,5.0,14.0,0.0,4.0,1,0.0,2,18.0,4.68,1,321.0,0,9,0.0
2002,4023,Kimberly,Vaughn,1970,Bachelors,Marketing,36766.4,2012-06-09,29,21.0,23.0,17.0,56.0,2.0,9.0,3,2.0,2,21.0,4.76,2,545.0,0,5,2.4
2003,6679,Patricia,Castro,1966,Bachelors,Pre-Med,53246.4,2014-12-06,29,15.0,5.0,4.0,8.0,0.0,2.0,0,0.0,3,8.0,5.71,3,440.0,0,9,0.0
2004,9923,Daniel,Williams,1972,Masters,Computer Science,83561.40000000001,2013-09-18,6,100.0,0.0,29.0,49.0,3.0,13.0,2,0.0,4,18.0,4.32,4,353.0,0,8,1.3
2005,7181,Cynthia,Stanley,1977,Bachelors,Computer Science,48588.8,2013-07-11,97,51.0,0.0,23.0,40.0,1.0,10.0,2,0.0,3,20.0,8.1,2,469.0,0,7,0.8
2006,3599,Kimberly,Colon,1970,Bachelors,Computer Science,101894.40000000001,2012-11-26,61,843.0,135.0,768.0,1305.0,74.0,344.0,8,4.0,8,13.0,7.35,2,194.0,0,6,24.6
2007,405,Tracy,Peters,1964,Bachelors,Computer Science,66620.8,2013-02-13,68,462.0,0.0,56.0,95.0,4.0,24.0,5,6.0,3,20.0,7.97,1,301.0,0,9,6.6
2008,6870,Brittany,Thomas,1959,PhD,Computer Science,137610.0,2013-09-17,73,267.0,3.0,88.0,149.0,8.0,39.0,3,1.0,7,5.0,6.21,1,348.0,0,5,4.9
2009,832,Brian,Mcdowell,1966,PhD,Computer Science,131628.0,2014-02-03,90,822.0,24.0,203.0,345.0,19.0,90.0,8,2.0,10,13.0,5.47,1,494.0,0,9,13.2
2010,2002,Mary,Washington,1958,Bachelors,Computer Science,115142.40000000001,2013-05-20,81,860.0,86.0,1673.0,2842.0,161.0,750.0,5,7.0,5,8.0,5.14,3,140.0,0,9,57.4
2011,3657,Sherry,Sanders,1986,Bachelors,Computer Science,62633.600000000006,2013-02-14,1,138.0,2.0,59.0,101.0,6.0,26.0,4,0.0,4,20.0,9.18,3,363.0,0,7,4.1
2012,500,Andrew,Byrd,1977,Bachelors,Marketing,155001.6,2013-06-08,79,1165.0,59.0,644.0,2154.0,78.0,377.0,7,7.0,9,5.0,8.03,1,124.0,0,9,35.6
2013,1951,Crystal,Zuniga,1981,In-College,Computer Science,44778.5,2013-01-27,92,10024.0,205.0,1095.0,372.0,167.0,98.0,11,2.0,8,23.0,7.52,2,0.0,0,9,73.9
2014,3262,Nancy,Ward,1958,Bachelors,Computer Science,109249.6,2012-07-08,31,1458.0,188.0,749.0,1271.0,72.0,335.0,2,10.0,13,13.0,4.14,3,198.0,0,8,25.6
2015,4102,Melanie,Smith,1975,High School,Computer Science,7456.8,2013-03-29,46,16.0,2.0,4.0,6.0,0.0,2.0,0,0.0,3,15.0,9.34,2,503.0,0,6,0.9
2016,7042,Derrick,Hopkins,1983,Bachelors,Computer Science,58864.0,2013-01-03,14,4.0,5.0,25.0,43.0,1.0,11.0,2,1.0,2,23.0,8.2,2,313.0,0,6,2.4
2017,10598,Brandon,Spence,1967,Bachelors,Computer Science,44708.8,2013-04-15,89,18.0,2.0,29.0,49.0,3.0,13.0,2,0.0,3,20.0,9.99,3,517.0,0,7,1.7
2018,255,Jennifer,Barnes,1951,Bachelors,Law,35620.8,2014-03-30,31,13.0,0.0,1.0,4.0,0.0,1.0,1,0.0,3,7.0,4.16,2,323.0,1,6,0.0
2019,2375,Amy,Blanchard,1972,Bachelors,Pre-Med,48417.600000000006,2012-09-25,75,12.0,0.0,6.0,14.0,0.0,4.0,0,0.0,3,22.0,5.87,2,357.0,0,9,0.6
2020,9829,Pamela,Ferguson,1978,Bachelors,Marketing,45739.200000000004,2014-12-02,42,28.0,5.0,15.0,50.0,2.0,8.0,2,0.0,4,16.0,9.3,4,329.0,0,5,2.5
2021,6214,Veronica,Fields,1982,Masters,Pre-Med,78867.0,2013-05-04,53,20.0,17.0,34.0,81.0,4.0,25.0,2,0.0,3,17.0,8.85,2,538.0,0,6,2.2
2022,4954,Jacob,Crawford,1956,Bachelors,Computer Science,77112.0,2014-01-21,53,155.0,45.0,122.0,207.0,11.0,55.0,4,2.0,5,15.0,6.15,4,424.0,0,5,6.3
2023,7861,Victoria,Wood,1952,Masters,Computer Science,138648.6,2014-05-02,23,1202.0,96.0,435.0,738.0,42.0,195.0,8,3.0,6,10.0,7.44,2,224.0,0,9,21.5
2024,4837,Robert,Martin,1965,PhD,Cyber Security,142644.0,2013-02-16,57,1334.0,51.0,213.0,620.0,56.0,222.0,8,9.0,13,12.0,8.72,1,327.0,0,7,25.2
2025,9423,Patricia,Green,1979,Masters,Cyber Security,58977.0,2014-02-23,49,23.0,4.0,16.0,47.0,4.0,16.0,2,0.0,4,15.0,8.57,1,399.0,0,8,1.9
2026,4198,Christine,Carr,1965,Bachelors,Computer Science,47475.200000000004,2013-12-03,6,13.0,2.0,5.0,9.0,0.0,2.0,0,0.0,3,15.0,9.5,3,385.0,0,6,0.9
2027,153,Veronica,Ramos,1953,Bachelors,Computer Science,37235.200000000004,2013-10-17,29,28.0,5.0,11.0,18.0,0.0,5.0,1,0.0,3,10.0,7.82,1,338.0,0,7,0.7
2028,9323,Brittany,Mccormick,1949,Masters,Computer Science,89841.6,2012-07-09,5,762.0,13.0,400.0,680.0,38.0,179.0,10,6.0,7,20.0,9.44,2,329.0,0,8,17.5
2029,10001,Carolyn,Jackson,1985,High School,Computer Science,1500.0,2012-01-08,98,7.0,29.0,31.0,52.0,3.0,13.0,2,1.0,3,23.0,5.42,4,522.0,0,9,3.2
2030,3945,Veronica,Pittman,1947,PhD,Computer Science,136234.0,2013-10-03,80,906.0,74.0,386.0,656.0,36.0,172.0,11,9.0,4,15.0,4.64,1,401.0,0,8,17.2
2031,3799,Donald,Keith,1955,Bachelors,Cyber Security,107560.0,2013-11-26,4,558.0,42.0,303.0,884.0,80.0,317.0,7,4.0,11,15.0,6.77,2,380.0,0,7,15.4
2032,8625,Kathryn,Fisher,1976,Bachelors,Computer Science,28238.4,2013-12-11,70,22.0,2.0,41.0,70.0,3.0,18.0,3,0.0,3,20.0,4.03,1,398.0,0,8,1.5
2033,3491,Cassie,Martinez,1975,Bachelors,Computer Science,89462.40000000001,2013-04-29,32,563.0,101.0,654.0,1110.0,63.0,293.0,11,7.0,8,18.0,4.14,3,228.0,0,7,38.9
2034,983,Christopher,Beard,1984,Bachelors,Computer Science,64094.4,2013-09-28,82,161.0,49.0,165.0,281.0,15.0,74.0,6,2.0,3,20.0,4.51,4,473.0,0,8,8.4
2035,9119,Michelle,Obrien,1950,Bachelors,Computer Science,97448.0,2013-05-12,27,305.0,29.0,136.0,232.0,13.0,61.0,3,3.0,7,5.0,6.95,1,294.0,0,8,5.9
2036,4786,Wesley,Shaw,1977,Bachelors,Pre-Med,120528.0,2012-04-10,94,810.0,141.0,304.0,720.0,43.0,229.0,10,4.0,12,17.0,8.09,2,283.0,0,8,27.8
2037,5872,Gabriela,Kelley,1951,Bachelors,Computer Science,97102.40000000001,2013-01-06,23,352.0,151.0,388.0,659.0,38.0,174.0,4,4.0,10,8.0,5.34,2,402.0,0,8,17.5
2038,6568,Patrick,Mendez,1984,Bachelors,Pre-Med,61888.0,2013-03-28,97,16.0,0.0,43.0,101.0,5.0,32.0,2,0.0,3,19.0,9.99,2,321.0,0,9,2.0
2039,5628,Kelly,Anderson,1982,Bachelors,Computer Science,98265.6,2013-08-02,25,1243.0,259.0,580.0,985.0,56.0,259.0,10,3.0,10,15.0,8.48,2,228.0,0,9,23.2
2040,5631,David,Wood,1991,Bachelors,Computer Science,79627.20000000001,2013-02-05,92,296.0,79.0,354.0,601.0,33.0,158.0,5,4.0,8,10.0,7.86,2,377.0,0,8,18.6
2041,4974,Barry,Jones,1970,Bachelors,Finance,133236.80000000002,2012-09-25,98,750.0,116.0,395.0,973.0,62.0,168.0,4,5.0,9,14.0,4.07,3,181.0,0,9,32.5
2042,8416,Ann,Anderson,1981,Bachelors,Computer Science,46414.4,2013-11-29,19,9.0,10.0,27.0,46.0,1.0,11.0,2,0.0,3,15.0,5.85,2,314.0,0,7,1.3
